id,pharmacy_id,medicine_id,stock_quantity,price,availability_status,last_updated
33,1,8958,24,35.95,in_stock,2026-01-27 10:58:39
34,1,2695,6,498.48,in_stock,2026-02-06 13:42:02
35,1,8023,18,185.92,in_stock,2026-02-13 13:12:13
36,1,6742,12,386.65,in_stock,2026-02-06 11:13:50
37,1,2769,4,88.72,in_stock,2026-02-24 04:01:51
38,1,320,30,315.59,in_stock,2026-02-21 02:33:30
39,1,7771,49,70.41,in_stock,2026-01-21 21:09:20
40,1,3538,17,459.52,in_stock,2026-03-01 14:25:21
41,1,5383,30,253.48,in_stock,2026-02-16 23:03:43
42,1,8120,49,379.01,in_stock,2026-02-17 15:20:43
43,1,8468,8,178.2,in_stock,2026-01-23 04:20:05
44,1,9010,49,456.51,in_stock,2026-02-26 01:00:14
45,1,8820,17,47.46,in_stock,2026-01-10 12:02:29
46,1,323,2,124.46,in_stock,2026-01-07 00:21:27
47,1,10919,1,255.25,in_stock,2026-01-07 04:43:35
48,1,4920,10,14.29,in_stock,2026-02-06 06:41:41
49,1,3871,43,435.94,in_stock,2026-01-09 06:03:48
50,1,4008,18,99.51,in_stock,2026-01-14 21:54:39
51,1,9525,28,337.32,in_stock,2026-02-27 19:29:34
52,1,10603,9,319.9,in_stock,2026-02-22 00:10:09
53,1,8034,18,345.46,in_stock,2026-01-21 12:52:34
54,1,1099,33,54.5,in_stock,2026-01-14 04:30:01
55,1,7317,13,241.04,in_stock,2026-02-12 18:37:08
56,1,7733,12,34.37,in_stock,2026-02-09 14:51:54
57,1,9860,3,454.14,in_stock,2026-01-14 06:28:45
58,1,4684,23,304.35,in_stock,2026-03-06 01:41:55
59,1,4769,15,31.78,in_stock,2026-01-25 02:13:58
60,1,6642,2,65.97,in_stock,2026-02-17 11:51:50
61,1,5511,18,452.96,in_stock,2026-03-03 18:34:21
62,1,11656,49,52.23,in_stock,2026-01-09 16:14:07
63,1,7522,39,375.65,in_stock,2026-01-09 08:24:47
64,1,11288,3,282.73,in_stock,2026-01-21 07:12:24
65,1,8832,44,21.7,in_stock,2026-01-07 19:06:19
66,1,526,13,497.0,in_stock,2026-01-03 03:53:48
67,1,1102,29,155.49,in_stock,2026-01-09 16:52:36
68,1,4629,13,265.16,in_stock,2026-02-10 03:27:19
69,1,2588,4,82.49,in_stock,2026-01-20 13:14:39
70,1,5361,47,419.3,in_stock,2026-02-26 09:48:35
71,1,2701,34,91.57,in_stock,2026-02-25 22:44:20
72,1,7919,4,183.84,in_stock,2026-02-08 12:51:40
73,1,7489,46,341.35,in_stock,2026-03-06 13:37:32
74,1,3231,25,483.28,in_stock,2026-02-27 08:20:06
75,1,5187,27,462.82,in_stock,2026-02-05 01:55:00
76,1,1174,31,333.76,in_stock,2026-01-26 10:26:44
77,1,1633,28,255.86,in_stock,2026-01-26 07:48:39
78,1,721,41,376.04,in_stock,2026-01-13 01:59:53
79,1,9364,10,65.73,in_stock,2026-01-24 12:22:34
80,1,10012,43,77.88,in_stock,2026-02-20 15:33:51
81,1,7114,15,146.41,in_stock,2026-02-13 11:12:31
82,1,11443,46,459.68,in_stock,2026-03-02 15:50:13
83,1,4582,3,216.08,in_stock,2026-01-16 23:33:19
84,1,6598,18,402.3,in_stock,2026-01-16 09:36:20
85,1,5849,41,424.73,in_stock,2026-02-03 16:29:54
86,1,1595,0,88.28,out_of_stock,2026-01-12 21:25:34
87,1,914,42,451.87,in_stock,2026-01-09 07:10:18
88,1,3459,43,326.56,in_stock,2026-02-19 08:54:36
89,1,1571,17,103.95,in_stock,2026-01-10 03:33:47
90,1,1895,18,369.97,in_stock,2026-01-10 22:04:35
91,1,27,33,255.96,in_stock,2026-02-07 02:52:00
92,1,9712,20,170.2,in_stock,2026-02-18 09:36:29
93,1,4843,41,339.35,in_stock,2026-01-30 12:34:57
94,1,693,0,120.85,out_of_stock,2026-02-19 01:30:26
95,1,10590,49,53.35,in_stock,2026-01-18 02:53:30
96,1,6347,12,125.97,in_stock,2026-02-24 08:48:19
97,1,4520,7,290.5,in_stock,2026-02-07 08:19:34
98,1,7459,16,54.83,in_stock,2026-02-05 11:39:26
99,1,4310,34,193.38,in_stock,2026-02-09 01:05:14
100,1,10743,46,364.04,in_stock,2026-03-03 09:58:14
101,1,5561,2,110.75,in_stock,2026-02-17 12:11:18
102,1,1582,39,316.32,in_stock,2026-02-08 03:53:30
103,1,2560,49,308.38,in_stock,2026-01-12 14:46:28
104,1,8674,34,168.14,in_stock,2026-01-11 07:44:20
105,1,6855,16,129.9,in_stock,2026-02-10 20:47:31
106,1,925,26,179.68,in_stock,2026-02-14 10:26:45
107,1,11025,6,221.64,in_stock,2026-01-14 13:45:26
108,1,11370,42,127.57,in_stock,2026-02-14 05:57:21
109,1,1736,21,91.18,in_stock,2026-01-26 18:16:17
110,1,2824,6,238.69,in_stock,2026-02-12 16:11:57
111,1,67,0,108.11,out_of_stock,2026-01-13 03:44:51
112,1,11768,40,113.83,in_stock,2026-01-19 14:14:54
113,1,4848,3,286.22,in_stock,2026-03-04 21:03:56
114,1,2283,13,247.52,in_stock,2026-02-19 11:21:52
115,1,5909,27,279.13,in_stock,2026-02-23 21:49:04
116,1,8903,44,240.02,in_stock,2026-01-21 11:18:51
117,1,3778,46,489.41,in_stock,2026-03-02 10:25:53
118,1,7002,43,497.65,in_stock,2026-02-16 19:58:22
119,1,2530,49,53.11,in_stock,2026-01-20 22:48:07
120,1,11484,32,480.02,in_stock,2026-01-07 20:01:25
121,1,5027,50,137.3,in_stock,2026-02-27 06:41:01
122,1,4308,32,487.62,in_stock,2026-01-03 05:24:32
123,1,7612,44,228.8,in_stock,2026-03-05 18:39:12
124,1,7476,1,331.98,in_stock,2026-02-09 12:11:03
125,1,5239,39,210.56,in_stock,2026-02-11 04:47:33
126,1,8525,41,119.06,in_stock,2026-02-27 01:29:57
127,1,2897,33,103.66,in_stock,2026-03-02 01:28:37
128,1,2573,24,318.46,in_stock,2026-01-11 11:22:10
129,1,372,21,469.45,in_stock,2026-03-03 17:07:15
130,1,3004,44,79.38,in_stock,2026-02-05 14:50:07
131,1,3411,14,312.98,in_stock,2026-02-09 01:10:32
132,1,5459,35,77.8,in_stock,2026-02-01 19:43:08
133,1,3394,43,198.08,in_stock,2026-02-25 00:33:58
134,1,4782,29,494.6,in_stock,2026-02-11 07:18:38
135,1,8447,34,45.53,in_stock,2026-02-12 03:25:13
136,1,8052,9,61.07,in_stock,2026-01-10 05:28:26
137,1,6696,47,407.79,in_stock,2026-01-22 13:36:04
138,1,3510,45,470.31,in_stock,2026-02-04 14:26:54
139,1,10017,49,116.3,in_stock,2026-02-08 12:00:12
140,1,10695,5,114.33,in_stock,2026-02-19 00:15:50
141,1,8270,21,321.3,in_stock,2026-02-21 21:36:22
142,1,6199,1,306.68,in_stock,2026-02-02 14:15:43
143,1,68,12,469.72,in_stock,2026-02-08 21:12:29
144,1,7482,4,284.66,in_stock,2026-02-06 18:07:43
145,1,7728,9,134.51,in_stock,2026-01-31 21:14:45
146,1,5910,43,50.87,in_stock,2026-01-03 22:57:35
147,1,1844,14,105.79,in_stock,2026-01-22 07:18:34
148,1,6745,12,197.08,in_stock,2026-02-16 11:03:40
149,1,5793,10,157.94,in_stock,2026-02-16 09:43:54
150,1,8482,44,97.44,in_stock,2026-01-23 22:28:29
151,1,7655,6,295.33,in_stock,2026-01-06 22:48:02
152,1,2623,29,480.52,in_stock,2026-02-22 23:12:06
153,1,10152,3,422.99,in_stock,2026-02-25 15:32:16
154,1,3690,43,365.39,in_stock,2026-01-03 04:28:54
155,1,3839,19,99.68,in_stock,2026-01-11 04:52:28
156,1,3796,14,291.67,in_stock,2026-01-14 03:44:14
157,1,11438,21,74.03,in_stock,2026-02-02 04:24:54
158,1,3813,36,273.6,in_stock,2026-01-24 16:52:54
159,1,11309,34,329.78,in_stock,2026-01-28 03:00:02
160,1,11660,30,210.79,in_stock,2026-01-01 05:44:41
161,1,10286,39,112.43,in_stock,2026-02-18 00:52:57
162,1,2124,46,191.25,in_stock,2026-01-31 11:37:22
163,1,6470,26,170.93,in_stock,2026-01-07 10:54:07
164,1,7327,7,139.27,in_stock,2026-02-01 21:01:56
165,1,1712,16,369.8,in_stock,2026-01-21 21:55:32
166,1,1324,14,213.23,in_stock,2026-02-18 07:30:58
167,1,980,41,244.51,in_stock,2026-02-02 00:44:22
168,1,2066,41,261.73,in_stock,2026-01-19 14:34:42
169,1,7031,28,256.51,in_stock,2026-01-22 20:27:58
170,1,227,39,269.56,in_stock,2026-02-28 21:09:14
171,1,8949,35,495.07,in_stock,2026-02-16 15:11:42
172,1,3482,39,293.56,in_stock,2026-02-25 01:43:14
173,1,10674,3,481.74,in_stock,2026-02-17 04:51:52
174,1,8797,10,32.98,in_stock,2026-01-15 05:16:40
175,1,1836,50,493.16,in_stock,2026-01-30 12:29:38
176,1,7510,37,390.14,in_stock,2026-01-27 03:53:57
177,1,1664,49,366.48,in_stock,2026-01-23 22:09:51
178,1,4175,24,38.97,in_stock,2026-02-01 20:16:35
179,1,3060,33,260.23,in_stock,2026-03-06 15:41:44
180,1,1719,18,98.14,in_stock,2026-02-18 18:14:45
181,1,4594,16,72.61,in_stock,2026-02-24 04:13:15
182,1,5894,48,106.13,in_stock,2026-02-25 10:34:22
183,1,9771,42,372.52,in_stock,2026-01-15 09:32:24
184,1,4948,26,498.04,in_stock,2026-01-01 23:29:17
185,1,1479,30,126.2,in_stock,2026-01-20 19:10:43
186,1,1381,50,281.58,in_stock,2026-01-10 23:26:30
187,1,51,5,375.6,in_stock,2026-02-01 04:26:59
188,1,9151,30,485.68,in_stock,2026-02-26 13:11:59
189,1,9170,29,340.53,in_stock,2026-01-13 18:08:46
190,1,7245,11,382.22,in_stock,2026-01-25 15:55:35
191,1,7218,27,40.43,in_stock,2026-02-17 07:57:24
192,1,4613,9,75.52,in_stock,2026-02-26 00:16:10
193,1,6653,24,369.46,in_stock,2026-02-09 14:29:32
194,1,1203,14,420.33,in_stock,2026-02-19 07:02:03
195,1,1165,3,337.06,in_stock,2026-01-24 05:57:03
196,1,10030,39,194.57,in_stock,2026-01-10 03:21:14
197,1,8746,44,455.42,in_stock,2026-02-10 23:21:22
198,1,9429,19,396.82,in_stock,2026-02-02 08:36:06
199,1,1870,18,71.63,in_stock,2026-02-03 15:24:55
200,1,4390,32,239.28,in_stock,2026-01-11 06:35:14
201,2,6665,5,373.57,in_stock,2026-01-07 12:04:37
202,2,804,41,108.58,in_stock,2026-01-02 20:39:59
203,2,7763,21,276.32,in_stock,2026-01-26 09:23:37
204,2,10935,49,394.66,in_stock,2026-01-11 01:57:06
205,2,5491,42,25.1,in_stock,2026-01-05 11:04:55
206,2,4423,37,310.04,in_stock,2026-03-02 21:48:49
207,2,5841,30,481.23,in_stock,2026-01-21 10:53:26
208,2,8427,12,28.17,in_stock,2026-02-17 18:01:19
209,2,2304,7,66.76,in_stock,2026-03-01 14:27:05
210,2,6295,2,224.31,in_stock,2026-01-18 22:12:00
211,2,9062,39,18.97,in_stock,2026-02-05 09:03:52
212,2,3598,2,261.52,in_stock,2026-01-26 01:41:13
213,2,1991,40,396.88,in_stock,2026-02-22 09:49:29
214,2,9984,41,408.56,in_stock,2026-01-02 23:46:47
215,2,3827,16,113.26,in_stock,2026-01-26 22:12:02
216,2,11738,30,254.53,in_stock,2026-01-02 15:06:00
217,2,532,1,44.1,in_stock,2026-01-16 23:20:03
218,2,9362,48,159.25,in_stock,2026-01-22 23:39:33
219,2,7609,18,301.53,in_stock,2026-01-15 02:26:56
220,2,8523,21,235.85,in_stock,2026-01-25 05:43:24
221,2,2836,14,10.44,in_stock,2026-01-24 05:49:19
222,2,6712,27,236.31,in_stock,2026-02-11 23:32:19
223,2,8620,4,410.66,in_stock,2026-02-19 19:42:32
224,2,2015,11,273.39,in_stock,2026-03-07 03:50:42
225,2,4143,46,164.73,in_stock,2026-02-10 04:58:55
226,2,11098,28,209.73,in_stock,2026-02-04 21:01:38
227,2,10951,44,109.23,in_stock,2026-03-07 11:19:15
228,2,7115,29,119.46,in_stock,2026-03-04 01:23:15
229,2,9842,38,49.27,in_stock,2026-02-12 10:23:23
230,2,9559,30,200.81,in_stock,2026-02-22 23:32:35
231,2,2249,8,66.78,in_stock,2026-01-07 04:00:37
232,2,4275,46,150.95,in_stock,2026-02-10 16:03:12
233,2,7385,0,466.41,out_of_stock,2026-01-15 07:08:00
234,2,1984,19,187.73,in_stock,2026-02-19 03:44:44
235,2,2318,27,254.98,in_stock,2026-01-15 21:14:39
236,2,5066,24,33.45,in_stock,2026-01-21 17:24:05
237,2,7197,35,398.98,in_stock,2026-01-15 12:37:03
238,2,4256,38,17.66,in_stock,2026-03-05 21:28:17
239,2,10781,27,311.32,in_stock,2026-03-02 13:47:33
240,2,8338,34,364.04,in_stock,2026-01-11 16:07:45
241,2,6393,40,271.81,in_stock,2026-02-22 12:34:12
242,2,3186,19,64.88,in_stock,2026-01-26 16:08:18
243,2,11077,10,40.25,in_stock,2026-02-11 04:28:43
244,2,1723,6,376.87,in_stock,2026-02-11 21:17:57
245,2,6838,45,499.82,in_stock,2026-02-27 20:49:30
246,2,8115,41,430.84,in_stock,2026-02-09 01:00:03
247,2,5974,2,110.63,in_stock,2026-02-25 03:06:52
248,2,2059,9,425.86,in_stock,2026-01-24 06:24:01
249,2,5672,8,494.84,in_stock,2026-03-02 06:15:54
250,2,5211,38,131.35,in_stock,2026-01-03 03:52:39
251,2,6984,6,269.5,in_stock,2026-01-30 16:16:52
252,2,8038,9,346.68,in_stock,2026-01-11 20:07:55
253,2,4496,17,164.65,in_stock,2026-02-24 14:51:30
254,2,6024,5,131.57,in_stock,2026-01-04 13:39:52
255,2,4146,10,475.75,in_stock,2026-01-11 06:58:01
256,2,419,10,403.77,in_stock,2026-01-01 10:02:49
257,2,10490,9,485.17,in_stock,2026-02-23 16:45:06
258,2,9658,8,309.31,in_stock,2026-01-17 22:56:25
259,2,9643,21,382.45,in_stock,2026-01-14 17:07:35
260,2,9639,29,432.73,in_stock,2026-01-27 02:05:32
261,2,8779,26,238.71,in_stock,2026-01-23 08:30:16
262,2,11706,1,258.86,in_stock,2026-02-27 07:20:40
263,2,8213,32,292.97,in_stock,2026-02-20 18:40:09
264,2,10229,23,56.14,in_stock,2026-01-06 02:18:01
265,2,9440,40,44.11,in_stock,2026-03-04 20:10:02
266,2,8853,22,497.84,in_stock,2026-02-19 22:24:48
267,2,8585,3,357.82,in_stock,2026-01-21 10:53:28
268,2,2258,22,396.36,in_stock,2026-02-06 23:36:05
269,2,11081,34,138.9,in_stock,2026-02-18 19:14:07
270,2,10838,43,422.01,in_stock,2026-01-06 23:32:46
271,2,1140,40,406.57,in_stock,2026-01-21 08:49:35
272,2,6347,28,83.97,in_stock,2026-02-03 01:29:22
273,2,4330,4,44.74,in_stock,2026-01-07 13:54:39
274,2,5684,16,103.26,in_stock,2026-02-16 03:05:23
275,2,1009,6,361.77,in_stock,2026-02-18 17:58:25
276,2,11643,30,22.61,in_stock,2026-02-22 00:56:15
277,2,2753,20,460.23,in_stock,2026-01-13 05:29:58
278,2,8911,29,166.04,in_stock,2026-02-07 15:08:20
279,2,3658,18,269.13,in_stock,2026-01-30 14:29:44
280,2,25,42,220.96,in_stock,2026-03-05 07:50:51
281,2,5208,0,367.12,out_of_stock,2026-01-11 01:48:54
282,2,9056,47,17.1,in_stock,2026-02-24 13:09:11
283,2,5025,43,225.74,in_stock,2026-02-10 12:35:09
284,2,8438,28,158.0,in_stock,2026-03-02 03:35:48
285,2,3505,6,470.07,in_stock,2026-01-11 18:46:44
286,2,1144,0,390.85,out_of_stock,2026-01-16 06:03:33
287,2,7637,6,186.44,in_stock,2026-02-18 07:17:35
288,2,7989,22,323.02,in_stock,2026-02-25 02:13:59
289,2,102,12,373.01,in_stock,2026-01-19 12:03:31
290,2,2066,9,34.59,in_stock,2026-01-28 00:28:23
291,2,10680,37,238.7,in_stock,2026-02-09 04:07:01
292,2,8372,3,58.03,in_stock,2026-01-02 05:06:52
293,2,4129,26,197.17,in_stock,2026-02-28 00:13:39
294,2,3537,44,63.98,in_stock,2026-02-08 17:38:46
295,2,11513,28,199.06,in_stock,2026-01-01 06:45:22
296,2,287,29,462.97,in_stock,2026-02-16 18:07:25
297,2,10826,48,434.32,in_stock,2026-02-03 19:26:18
298,2,11524,48,408.38,in_stock,2026-02-16 19:00:15
299,2,1407,38,79.63,in_stock,2026-02-28 21:02:40
300,2,4182,9,66.27,in_stock,2026-01-29 18:41:41
301,2,4344,48,47.46,in_stock,2026-02-14 12:36:51
302,2,10853,46,127.43,in_stock,2026-01-28 20:01:33
303,2,569,43,375.75,in_stock,2026-02-02 09:44:09
304,2,9671,22,486.36,in_stock,2026-02-24 05:16:30
305,2,4435,14,482.28,in_stock,2026-03-04 07:53:20
306,2,7162,48,455.58,in_stock,2026-02-09 08:13:50
307,2,5570,21,303.18,in_stock,2026-02-12 09:09:41
308,2,7747,43,177.39,in_stock,2026-01-10 06:56:30
309,2,9191,23,210.68,in_stock,2026-01-22 12:37:16
310,2,2596,33,13.07,in_stock,2026-02-21 14:44:35
311,2,7969,26,119.25,in_stock,2026-03-01 08:38:31
312,2,5477,41,170.93,in_stock,2026-01-01 06:26:17
313,2,3271,46,88.95,in_stock,2026-01-26 16:07:13
314,2,2980,2,452.79,in_stock,2026-01-31 06:07:57
315,2,8245,14,487.34,in_stock,2026-02-01 19:21:20
316,2,8165,37,420.67,in_stock,2026-01-01 16:34:05
317,2,9369,4,110.4,in_stock,2026-02-07 15:48:50
318,2,10982,21,489.4,in_stock,2026-01-05 22:35:15
319,2,5913,14,37.56,in_stock,2026-01-06 19:37:01
320,2,5438,6,119.83,in_stock,2026-01-25 13:14:14
321,2,8283,25,436.21,in_stock,2026-02-12 22:05:57
322,2,2376,18,283.85,in_stock,2026-01-01 09:36:54
323,2,3475,18,238.7,in_stock,2026-01-16 23:04:19
324,2,4173,25,178.16,in_stock,2026-02-06 08:39:43
325,2,7839,46,426.66,in_stock,2026-02-19 13:44:19
326,2,1854,5,195.62,in_stock,2026-01-01 02:06:11
327,2,1487,6,89.27,in_stock,2026-01-07 20:17:44
328,2,3747,5,306.48,in_stock,2026-03-02 22:32:55
329,2,10724,50,258.62,in_stock,2026-03-06 20:27:57
330,2,1404,43,417.39,in_stock,2026-03-02 08:53:21
331,2,8737,33,265.26,in_stock,2026-02-14 07:43:57
332,2,4952,37,481.01,in_stock,2026-01-20 10:33:48
333,2,2207,42,49.67,in_stock,2026-01-26 10:50:35
334,2,10658,27,344.77,in_stock,2026-01-11 04:49:28
335,2,7032,16,42.69,in_stock,2026-02-28 17:44:42
336,2,9553,31,51.34,in_stock,2026-02-23 15:05:38
337,2,8304,29,62.25,in_stock,2026-02-11 00:59:08
338,2,8935,14,23.13,in_stock,2026-03-03 22:22:41
339,2,2166,47,47.87,in_stock,2026-01-17 15:04:25
340,2,6458,33,90.49,in_stock,2026-02-26 01:39:04
341,2,3784,14,223.43,in_stock,2026-01-10 12:51:49
342,2,5483,9,377.96,in_stock,2026-01-15 07:02:21
343,2,7709,36,246.81,in_stock,2026-01-28 17:34:16
344,2,6030,23,491.74,in_stock,2026-01-31 17:19:24
345,2,3520,50,337.5,in_stock,2026-02-22 07:51:37
346,2,11386,33,24.44,in_stock,2026-01-03 11:21:01
347,2,3754,48,155.23,in_stock,2026-01-02 18:41:30
348,2,1851,26,239.35,in_stock,2026-01-21 17:48:21
349,2,5261,5,491.65,in_stock,2026-01-03 22:45:46
350,2,2801,2,226.09,in_stock,2026-01-17 02:14:43
351,2,1699,23,59.47,in_stock,2026-02-09 16:37:58
352,2,5702,20,375.69,in_stock,2026-02-16 23:33:44
353,2,6762,29,74.83,in_stock,2026-02-23 02:51:12
354,2,11557,37,242.21,in_stock,2026-02-17 15:15:36
355,2,1777,45,117.38,in_stock,2026-02-01 19:13:52
356,2,4803,10,216.59,in_stock,2026-02-05 05:53:54
357,2,10861,20,286.98,in_stock,2026-01-04 02:54:28
358,2,3148,45,479.8,in_stock,2026-01-08 21:36:39
359,2,450,48,64.11,in_stock,2026-01-21 00:43:20
360,2,763,2,199.47,in_stock,2026-01-04 15:41:39
361,2,9779,0,340.7,out_of_stock,2026-02-03 02:29:08
362,2,2464,18,202.8,in_stock,2026-02-15 19:19:46
363,2,3518,47,362.15,in_stock,2026-01-21 09:23:04
364,2,5601,5,491.98,in_stock,2026-01-09 09:19:46
365,2,2390,7,127.12,in_stock,2026-02-12 14:09:45
366,2,8121,26,215.79,in_stock,2026-02-07 01:15:22
367,2,7388,9,97.47,in_stock,2026-02-14 01:00:24
368,2,3150,44,44.61,in_stock,2026-01-27 18:24:30
369,2,9324,39,327.24,in_stock,2026-03-01 10:08:29
370,2,2268,31,38.11,in_stock,2026-01-09 05:18:36
371,2,10215,39,81.68,in_stock,2026-01-06 17:07:33
372,2,5418,18,473.04,in_stock,2026-02-15 07:45:37
373,2,626,0,224.01,out_of_stock,2026-01-24 17:51:34
374,2,9822,13,468.48,in_stock,2026-01-25 01:59:34
375,2,6867,10,365.16,in_stock,2026-01-19 08:09:16
376,2,2667,18,71.02,in_stock,2026-01-25 23:35:04
377,2,4725,6,114.66,in_stock,2026-02-18 16:25:58
378,2,2107,44,474.42,in_stock,2026-01-17 16:01:17
379,2,1353,8,379.65,in_stock,2026-02-16 19:25:02
380,2,2988,39,101.35,in_stock,2026-01-23 22:08:34
381,2,10704,10,466.15,in_stock,2026-02-20 02:17:58
382,2,458,31,97.24,in_stock,2026-01-22 02:48:50
383,2,4364,8,19.36,in_stock,2026-01-12 09:13:26
384,2,198,22,263.22,in_stock,2026-01-27 10:17:22
385,2,5797,18,89.38,in_stock,2026-01-07 15:47:11
386,2,10820,28,362.89,in_stock,2026-02-17 01:46:44
387,2,11522,46,139.73,in_stock,2026-03-05 17:34:50
388,2,5154,22,398.34,in_stock,2026-01-22 01:03:46
389,2,4418,2,13.6,in_stock,2026-02-24 14:52:00
390,2,7451,33,10.02,in_stock,2026-01-27 00:47:48
391,2,6062,41,217.14,in_stock,2026-02-12 22:35:17
392,2,5441,28,421.97,in_stock,2026-01-17 00:45:21
393,2,8077,42,294.28,in_stock,2026-01-25 17:16:57
394,2,10780,37,90.44,in_stock,2026-01-01 16:46:21
395,2,2433,46,49.35,in_stock,2026-01-22 23:23:21
396,2,11447,11,315.26,in_stock,2026-03-06 21:21:46
397,2,606,21,311.16,in_stock,2026-01-17 05:35:52
398,2,1531,9,424.4,in_stock,2026-01-23 19:21:58
399,2,10964,17,391.99,in_stock,2026-01-16 13:31:02
400,2,4739,35,223.6,in_stock,2026-01-08 20:20:34
401,3,8005,17,31.79,in_stock,2026-01-07 01:32:51
402,3,8837,12,271.48,in_stock,2026-02-07 06:38:39
403,3,6307,33,387.02,in_stock,2026-02-16 08:46:38
404,3,5171,18,43.17,in_stock,2026-01-24 09:38:41
405,3,306,46,395.17,in_stock,2026-02-07 04:30:10
406,3,9428,49,458.06,in_stock,2026-02-09 16:50:33
407,3,2783,1,66.05,in_stock,2026-01-15 02:54:53
408,3,11526,26,42.18,in_stock,2026-02-12 15:30:31
409,3,7404,49,13.64,in_stock,2026-01-12 06:21:36
410,3,5782,7,188.26,in_stock,2026-02-23 09:47:22
411,3,2342,44,170.02,in_stock,2026-02-11 12:48:38
412,3,5928,17,418.89,in_stock,2026-03-04 02:59:32
413,3,2287,26,312.0,in_stock,2026-02-04 15:30:51
414,3,3677,32,321.54,in_stock,2026-02-03 20:38:10
415,3,3165,12,386.08,in_stock,2026-01-20 13:49:42
416,3,9111,43,252.1,in_stock,2026-01-22 19:10:40
417,3,3696,50,143.17,in_stock,2026-01-29 18:08:36
418,3,10897,7,12.4,in_stock,2026-03-03 18:09:13
419,3,8782,12,128.17,in_stock,2026-01-31 02:48:51
420,3,2705,1,134.88,in_stock,2026-02-04 01:01:18
421,3,10049,31,312.22,in_stock,2026-01-13 08:01:39
422,3,10301,36,244.79,in_stock,2026-02-07 23:22:04
423,3,9086,10,129.81,in_stock,2026-02-25 01:23:17
424,3,10565,46,152.34,in_stock,2026-02-02 06:31:40
425,3,10283,43,210.05,in_stock,2026-01-03 17:51:28
426,3,7738,39,104.68,in_stock,2026-01-29 23:14:49
427,3,6563,45,370.48,in_stock,2026-03-02 17:56:57
428,3,5641,17,313.56,in_stock,2026-01-05 10:58:05
429,3,3675,25,81.3,in_stock,2026-01-17 01:15:47
430,3,9569,41,329.66,in_stock,2026-01-17 20:06:33
431,3,1964,1,219.6,in_stock,2026-02-24 13:53:00
432,3,997,34,421.58,in_stock,2026-03-03 22:59:51
433,3,8569,30,278.18,in_stock,2026-01-13 18:42:29
434,3,3687,14,127.93,in_stock,2026-01-21 00:54:03
435,3,1186,33,31.3,in_stock,2026-02-15 04:55:17
436,3,10779,28,111.77,in_stock,2026-01-16 14:09:59
437,3,7941,23,334.03,in_stock,2026-01-20 19:30:39
438,3,6096,48,121.42,in_stock,2026-03-05 07:31:44
439,3,4995,16,468.05,in_stock,2026-01-31 10:15:14
440,3,10635,4,451.49,in_stock,2026-03-06 14:04:33
441,3,2223,23,262.95,in_stock,2026-02-07 10:25:15
442,3,11062,25,175.59,in_stock,2026-03-06 15:40:26
443,3,5545,7,424.25,in_stock,2026-02-02 00:20:13
444,3,8354,25,69.64,in_stock,2026-02-10 23:34:57
445,3,8122,18,484.31,in_stock,2026-02-07 09:26:13
446,3,10698,26,144.23,in_stock,2026-02-27 22:06:28
447,3,9657,24,296.24,in_stock,2026-01-17 18:54:47
448,3,4477,36,379.33,in_stock,2026-01-06 11:29:18
449,3,4198,14,324.47,in_stock,2026-03-02 23:47:21
